gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,click_mean,submit_early,preview,click_std
M,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,67.47761194,-6.333333333,5,167.1392387
M,South East Region,HE Qualification,60-70%,0-35,0,45,N,Withdrawn,0,,,3.537729541
F,West Midlands Region,HE Qualification,20-30%,35-55,0,30,N,Fail,15.73134328,-5.333333333,3,15.41497912
M,South West Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail,6.28358209,-2.333333333,4,6.691533202
M,Yorkshire Region,HE Qualification,40-50%,35-55,0,30,N,Pass,4.552238806,0.666666667,9,2.387686316
F,South West Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail,2.641791045,,4,4.835460049
M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,4.223880597,-1.666666667,1,8.131122559
M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,3.626865672,,,5.826913753
M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,4.253731343,-1.666666667,1,9.213319047
M,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,2.731343284,-6.333333333,1,4.357346667
M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Fail,12.89552239,-1.666666667,2,4.561170053
M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,110,N,Withdrawn,0,,3,1.690621501
F,Yorkshire Region,Lower Than A Level,80-90%,0-35,1,30,N,Withdrawn,0,40,,0
M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,0,,3,3.985336824
M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,4.850746269,,3,2.429373977
M,Ireland,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn,5.71641791,-4,2,5.630320867
M,London Region,HE Qualification,30-40%,55<=,0,30,N,Fail,3.791044776,-1.333333333,1,4.269476744
M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,3.029850746,-1.666666667,1,5.942017819
F,South West Region,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn,0,,1,2.718980902
M,South East Region,HE Qualification,50-60%,0-35,0,100,N,Pass,6.940298507,-0.666666667,2,6.527697694
M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,6.746268657,,2,9.051878101
M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,3.223880597,0.333333333,1,2.723206323
M,North Western Region,Lower Than A Level,20-30%,35-55,0,270,N,Withdrawn,0,,3,1.849982399
M,South Region,HE Qualification,90-100%,35-55,0,30,N,Withdrawn,2.671641791,-1,1,5.070424985
M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,9.402985075,-0.333333333,5,5.94285961
M,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,N,Fail,0,,2,2.367783155
F,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,7.298507463,-3,3,7.647615682
M,South Region,Lower Than A Level,20-30%,35-55,0,30,N,Withdrawn,0,,2,2.120319548
M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,10.76119403,3.666666667,7,3.799482686
F,Ireland,A Level or Equivalent,20-30%,0-35,0,30,N,Withdrawn,0,,,2.286568403
M,Scotland,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,7.552238806,-1,2,4.889093589
M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,37.52238806,,15,4.709832506
F,East Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,2.820895522,16.66666667,6,3.39169555
M,South West Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,5.597014925,-1.333333333,2,5.628159094
M,Yorkshire Region,Lower Than A Level,10-20%,35-55,1,30,N,Fail,42.80597015,,6,33.38824708
M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Withdrawn,0,,6,8.06026544
M,West Midlands Region,HE Qualification,70-80%,0-35,0,90,N,Pass,4.059701493,-1,4,6.293487126
M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Withdrawn,2,,4,4.500280575
F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,4.447761194,,2,5.823534642
M,London Region,HE Qualification,10-20%,35-55,0,60,N,Withdrawn,0,,2,2.957410261
M,Wales,Lower Than A Level,0-10%,0-35,1,30,Y,Pass,0,,4,3.10324242
F,Scotland,HE Qualification,10-20%,0-35,0,60,N,Pass,6.820895522,-1,7,5.72947444
M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0,,,6.793201133
M,North Western Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,6.656716418,-1,4,8.340038283
M,Scotland,Post Graduate Qualification,20-30%,35-55,0,60,N,Pass,14.49253731,-1.333333333,5,5.676356954
M,North Western Region,HE Qualification,90-100%,35-55,0,60,N,Pass,14.35820896,,1,8.330855657
F,South West Region,A Level or Equivalent,50-60%,0-35,0,130,N,Withdrawn,6.28358209,,,7.905075165
M,North Western Region,HE Qualification,50-60%,0-35,0,30,N,Withdrawn,6.985074627,-1.666666667,7,9.073303901
M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,8.507462687,3,3,6.861963935
M,North Western Region,HE Qualification,30-40%,35-55,1,60,N,Withdrawn,0.820895522,40,3,1.103219841
F,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,3,,2,3.679453114
F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,4,-1.666666667,2,8.120396995
M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Fail,19.88059701,,10,4.225486958
M,West Midlands Region,Lower Than A Level,0-10%,0-35,1,30,N,Fail,7.940298507,,2,7.750214118
F,South West Region,A Level or Equivalent,80-90%,0-35,1,90,N,Pass,2.373134328,40,,13.7701013
F,South Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,0,,2,5.759752156
M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Pass,17.85074627,-1.333333333,4,19.87368444
M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,10.13432836,-1,10,11.95542595
M,Yorkshire Region,Lower Than A Level,10-20%,0-35,0,30,N,Fail,18.31343284,,4,8.120069317
M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,4.328358209,-2.666666667,3,10.01270075
F,Wales,A Level or Equivalent,0-10%,35-55,0,30,N,Pass,7.940298507,-1.666666667,3,7.061675175
F,South East Region,Lower Than A Level,20-30%,0-35,0,180,N,Pass,14.13432836,1.666666667,13,6.233837586
F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,N,Withdrawn,7.52238806,-1,5,7.195635698
M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,2.208955224,,3,3.274680625
F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Fail,4.52238806,-0.666666667,1,7.484645366
M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Fail,2.492537313,-2,2,3.930195567
M,London Region,A Level or Equivalent,20-30%,0-35,0,150,Y,Withdrawn,0,,6,4.137753065
M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn,3.462686567,-1.666666667,,5.356813474
M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,23.98507463,-1.333333333,11,5.443658992
M,East Midlands Region,Lower Than A Level,10-20%,0-35,0,60,N,Fail,0,,3,4.22969533
M,South East Region,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn,0,,4,13.15812687
M,South East Region,HE Qualification,90-100%,35-55,0,90,N,Pass,6.597014925,-2,1,6.110292708
M,South West Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass,9.194029851,,13,4.588249794
F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn,5.044776119,-5.333333333,5,8.879397733
F,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,0,,1,26.34986906
F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,2.492537313,-1.333333333,2,5.412303627
M,East Anglian Region,HE Qualification,60-70%,0-35,0,30,N,Pass,19.29850746,-1.333333333,12,7.971460874
M,South Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,0,,4,4.981721437
F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn,8.492537313,,10,6.37002228
M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,10.74626866,,9,8.074130196
F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,5.970149254,,4,10.09715374
M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,3.462686567,-1.666666667,2,5.465644261
M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,8.626865672,-1,5,5.862324333
F,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Pass,6.179104478,-1.666666667,8,7.672556289
M,Scotland,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn,0,,2,3.824783426
F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,0,,9,14.84649553
M,Yorkshire Region,HE Qualification,80-90%,0-35,0,30,N,Pass,5.253731343,,3,9.466235491
M,London Region,A Level or Equivalent,60-70%,0-35,1,60,N,Withdrawn,0,,5,5.301793278
M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,20.64179104,-1.333333333,3,13.13775162
M,Scotland,HE Qualification,80-90%,0-35,0,30,N,Pass,8.328358209,-1.666666667,9,7.572069549
M,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,90,N,Fail,5.149253731,-1,3,6.248735439
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,2.865671642,-5.666666667,7,4.754961061
F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,4.47761194,-1.666666667,2,5.35256478
M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,5.582089552,-1.666666667,3,3.365836109
F,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,5.805970149,0.666666667,3,10.60712959
F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,0,,5,7.924448137
F,North Western Region,Lower Than A Level,40-50%,0-35,1,60,Y,Pass,4.179104478,2.333333333,6,4.19080603
M,South West Region,HE Qualification,50-60%,35-55,0,60,N,Pass,9.149253731,,3,4.83378423
M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,0,,5,3.151251737
F,South Region,Lower Than A Level,20-30%,35-55,0,120,N,Pass,34.43283582,,14,11.90292712
M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,0,,7,5.585148103
F,Ireland,HE Qualification,70-80%,0-35,0,170,N,Fail,3.074626866,-1.666666667,7,7.641958524
M,Wales,Lower Than A Level,10-20%,0-35,0,30,Y,Withdrawn,0,,,5.914969856
F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,210,N,Withdrawn,0,,3,4.269284713
F,London Region,No Formal quals,50-60%,0-35,0,60,N,Withdrawn,6.029850746,-1,5,4.591557382
M,Yorkshire Region,HE Qualification,70-80%,0-35,0,40,N,Pass,11.14925373,-0.666666667,6,5.344181615
F,Wales,Lower Than A Level,0-10%,0-35,0,30,N,Fail,3.850746269,,4,6.272366307
F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Fail,0,,9,6.613617862
M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,0,,2,19.07671755
M,East Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,0,,5,7.312470323
M,Wales,A Level or Equivalent,20-30%,35-55,0,30,N,Fail,10.56716418,-1.333333333,,17.62188516
M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,2.47761194,,2,7.42022339
M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,7.119402985,,2,7.961649847
M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,6.52238806,1,3,3.892022669
F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Fail,6.955223881,,7,7.397462563
M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,5.492537313,-1.666666667,3,5.616742254
F,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,Fail,1.597014925,-1.666666667,7,3.306304621
F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,23.35820896,-1.666666667,2,13.82400394
M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,0,,10,4.397011327
M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,2.567164179,-2,,4.524789804
M,North Western Region,A Level or Equivalent,10-20%,0-35,0,30,N,Pass,7.552238806,-1.666666667,13,6.505497944
M,Wales,HE Qualification,0-10%,0-35,0,90,N,Fail,8.47761194,,,12.69682523
M,South East Region,HE Qualification,10-20%,0-35,0,60,N,Fail,2.313432836,-2.666666667,,4.838731433
F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,3.313432836,-1.333333333,1,3.018972585
M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,4.388059701,-1.333333333,1,7.967846108
M,Scotland,HE Qualification,70-80%,0-35,0,90,N,Fail,2.970149254,-1.333333333,3,10.09833313
F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn,6.194029851,-1.333333333,4,5.401120018
M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,3.223880597,-1.666666667,2,7.173158631
M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,Y,Pass,4.940298507,-2,1,8.265901529
M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,7.447761194,-1.333333333,12,4.157966075
M,East Midlands Region,Lower Than A Level,40-50%,0-35,1,60,N,Fail,2.865671642,-4,3,3.400559962
F,Ireland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,12.20895522,-1.333333333,3,9.71908126
F,Yorkshire Region,HE Qualification,40-50%,35-55,0,120,N,Pass,9.641791045,,3,5.111708598
M,South West Region,HE Qualification,60-70%,0-35,0,90,N,Pass,7.552238806,-2.333333333,1,7.776038503
M,Ireland,HE Qualification,80-90%,35-55,0,60,N,Fail,2.388059701,-1.666666667,3,5.942709835
M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,Pass,16.29850746,-1,1,6.459440223
M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,7.492537313,-1.333333333,2,6.093213258
M,West Midlands Region,Lower Than A Level,60-70%,35-55,1,30,N,Fail,10.05970149,-1,4,9.142189343
M,Scotland,A Level or Equivalent,60-70%,0-35,0,120,Y,Fail,0.865671642,,3,3.380076305
M,South West Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,2.298507463,,4,4.927772121
F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,Y,Fail,5.597014925,-1.666666667,1,9.43707079
M,London Region,Post Graduate Qualification,30-40%,35-55,1,90,N,Pass,2.850746269,-1.666666667,,3.494834368
M,North Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,8.582089552,,1,8.791457764
M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail,9.388059701,-1.666666667,5,3.436735951
M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,5.686567164,-1.666666667,1,14.75371605
M,London Region,A Level or Equivalent,10-20%,0-35,0,90,N,Fail,0,,,5.802356547
M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,30,N,Pass,5.328358209,-1,4,6.478293694
M,South East Region,HE Qualification,50-60%,35-55,1,70,N,Pass,5.820895522,-1.666666667,5,5.998309952
M,Ireland,A Level or Equivalent,50-60%,35-55,0,30,N,Fail,0,,4,3.624231056
F,South Region,Lower Than A Level,60-70%,35-55,0,150,N,Pass,8.611940299,-1.666666667,1,4.581881005
M,Scotland,Lower Than A Level,30-40%,0-35,0,210,N,Pass,17.28358209,1.666666667,9,6.194042404
M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,7.970149254,-1.666666667,3,6.484504138
M,Scotland,HE Qualification,0-10%,35-55,0,30,N,Fail,0,,12,7.044377789
M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,2.373134328,-1,5,5.065360131
M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,0,,2,10.97136406
F,Scotland,HE Qualification,40-50%,0-35,1,60,N,Pass,6.805970149,-1.666666667,4,9.963903312
F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,12.58208955,-1.666666667,4,9.075457687
M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,4.432835821,,1,6.130326131
F,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,21.46268657,,2,18.28253112
F,London Region,A Level or Equivalent,50-60%,35-55,0,210,N,Pass,8.641791045,,4,5.693019955
M,Yorkshire Region,HE Qualification,50-60%,0-35,0,120,N,Withdrawn,0,,2,4.919692886
F,Ireland,Post Graduate Qualification,,0-35,0,30,N,Pass,13.79104478,-7,1,9.756916511
M,Ireland,HE Qualification,,35-55,0,30,N,Withdrawn,0,,3,24.95012996
M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,Withdrawn,4.089552239,-1.666666667,1,5.451876063
F,South West Region,A Level or Equivalent,80-90%,0-35,0,90,Y,Pass,7.582089552,7.666666667,7,6.822362661
M,Ireland,A Level or Equivalent,50-60%,35-55,0,30,N,Withdrawn,5.402985075,,,7.216417316
F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Withdrawn,0,,3,10.69715694
F,Scotland,HE Qualification,70-80%,0-35,0,150,N,Fail,0,,3,2.997752624
M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,0,,1,6.805048631
M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,7.134328358,0,5,6.82734259
M,London Region,A Level or Equivalent,90-100%,0-35,0,220,N,Pass,0,,1,2.366105061
F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,11.43283582,,5,10.73735287
M,Wales,Lower Than A Level,40-50%,0-35,1,150,N,Withdrawn,0,,,2.866078726
M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,30,N,Fail,3.567164179,-2,2,6.830366729
F,East Midlands Region,Lower Than A Level,30-40%,35-55,1,60,Y,Withdrawn,0,,1,3.73100226
M,West Midlands Region,Lower Than A Level,10-20%,0-35,0,60,N,Pass,23.62686567,,4,8.160735169
M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,2.805970149,-1,3,3.700561767
M,South West Region,HE Qualification,30-40%,35-55,0,30,N,Pass,5.223880597,-1.666666667,6,6.753693523
M,Wales,Lower Than A Level,20-30%,0-35,0,30,N,Fail,5.671641791,-1.666666667,,5.370993377
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,0,,2,8.315323603
M,Ireland,Post Graduate Qualification,,35-55,1,30,N,Withdrawn,0,,,3.088603841
F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,0,,,10.43145327
M,Ireland,Lower Than A Level,70-80%,0-35,0,30,N,Fail,4.701492537,,,8.704408979
M,Wales,Lower Than A Level,10-20%,0-35,1,90,N,Withdrawn,0,,6,1.882937743
M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,0,,9,8.638759704
M,North Region,A Level or Equivalent,,0-35,0,120,N,Pass,1.656716418,-1.333333333,1,4.173474957
M,East Anglian Region,HE Qualification,70-80%,0-35,0,30,N,Pass,27.29850746,-1,5,8.01317216
M,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,0,,,2.611260485
F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,150,N,Withdrawn,3.76119403,-1.666666667,,12.29588017
F,North Western Region,HE Qualification,20-30%,35-55,0,60,N,Pass,24.07462687,,2,12.67718001
M,Yorkshire Region,Lower Than A Level,80-90%,0-35,1,30,N,Pass,7.119402985,-1,13,5.204458359
M,South East Region,Lower Than A Level,60-70%,35-55,0,90,N,Withdrawn,0,,,2.263390362
M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,0,,5,2.133201703
F,London Region,Post Graduate Qualification,20-30%,35-55,1,60,N,Fail,0.447761194,40,1,2.0302204
M,South West Region,HE Qualification,70-80%,35-55,0,60,N,Pass,11.32835821,-1,5,7.334607323
M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,19.82089552,-1,9,11.10856925
M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,180,N,Pass,12.26865672,-1.666666667,7,7.908319691
M,Scotland,A Level or Equivalent,90-100%,35-55,0,30,N,Withdrawn,5.134328358,-3.333333333,1,8.565739867
M,North Region,Lower Than A Level,,0-35,0,60,N,Withdrawn,11.94029851,-1.666666667,1,6.424083946
M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,6.134328358,-1.666666667,,11.12090643
M,South West Region,HE Qualification,80-90%,0-35,0,30,N,Pass,11.47761194,-2,1,5.207486141
M,North Western Region,HE Qualification,90-100%,0-35,0,30,N,Pass,17.98507463,-0.666666667,8,9.235185931
M,East Midlands Region,HE Qualification,80-90%,0-35,1,30,N,Pass,0.104477612,40,,0.707106781
M,Wales,Lower Than A Level,20-30%,35-55,0,30,N,Withdrawn,15.34328358,-2,8,6.224314791
M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,20.04477612,-1,14,4.083870092
M,London Region,A Level or Equivalent,20-30%,0-35,0,180,N,Pass,14.88059701,-30.66666667,12,5.814948643
M,South East Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn,13.44776119,-1.666666667,12,8.841480595
M,South East Region,HE Qualification,20-30%,0-35,0,60,N,Pass,9.28358209,-1.666666667,2,7.514222359
M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass,11.19402985,-2,4,5.433437424
M,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,N,Withdrawn,0,,4,4.368281365
F,London Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,12.20895522,-6,6,8.455472517
M,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,3.388059701,,,9.230574373
M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,6.074626866,-1.666666667,,7.363229816
M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,14.26865672,,10,8.001316509
M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,0,,3,7.954636502
M,London Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,11.50746269,-0.333333333,8,10.3025828
F,Yorkshire Region,A Level or Equivalent,10-20%,0-35,0,90,N,Withdrawn,12.55223881,-1.666666667,1,16.05323807
F,London Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,3.582089552,-1.666666667,1,4.521150327
F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,0,,,3.11476028
M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,0,,3,2.895338601
M,South East Region,Lower Than A Level,30-40%,35-55,0,180,N,Withdrawn,0,,3,7.569487053
F,North Western Region,A Level or Equivalent,80-90%,0-35,1,30,N,Fail,0,,5,4.26720281
M,North Region,HE Qualification,,0-35,0,60,N,Pass,7.791044776,-1,7,5.556291413
F,Wales,Lower Than A Level,60-70%,35-55,1,30,N,Withdrawn,0,,4,5.167073877
M,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail,4.776119403,,2,3.991933605
F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,5.507462687,-1,2,9.551280217
F,Ireland,Lower Than A Level,90-100%,0-35,0,90,N,Pass,2.641791045,-1.666666667,9,4.536574113
F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,0,,1,3.020625072
F,North Western Region,A Level or Equivalent,70-80%,0-35,1,30,N,Withdrawn,0,,,2.73571325
M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn,1.880597015,,3,7.107972769
M,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,N,Fail,0,,,2.908400112
M,South East Region,A Level or Equivalent,60-70%,0-35,0,30,N,Withdrawn,0,,5,5.682277799
M,Wales,HE Qualification,70-80%,0-35,0,60,N,Pass,3.328358209,,4,9.19915621
F,East Anglian Region,A Level or Equivalent,90-100%,35-55,1,60,N,Withdrawn,0,,7,5.457500685
F,East Anglian Region,HE Qualification,70-80%,35-55,0,30,N,Withdrawn,0,,2,2.451181048
M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn,3.611940299,-1.666666667,1,10.36901969
M,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,2.955223881,,3,7.591224398
M,Wales,Lower Than A Level,10-20%,35-55,0,90,Y,Withdrawn,0,,10,3.379355164
M,London Region,HE Qualification,40-50%,35-55,0,30,N,Withdrawn,0,,2,3.806776079
M,East Midlands Region,A Level or Equivalent,70-80%,35-55,1,30,N,Pass,9.895522388,40,13,4.42454007
M,London Region,Lower Than A Level,70-80%,0-35,0,30,Y,Fail,0,,3,1.331153521
F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,2.373134328,-1.666666667,1,4.626914018
M,South West Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,2.432835821,4,6,3.588798936
M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,8.656716418,-1.333333333,1,8.128185086
F,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,3.940298507,,6,6.176050787
F,North Western Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,16.25373134,-1.333333333,3,14.30891557
F,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,0,,3,3.187689388
F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,10.65671642,-1,5,6.065069455
M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,0,,,8.385708842
M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,0,,2,3.343272263
M,South Region,A Level or Equivalent,50-60%,0-35,0,150,N,Pass,7.626865672,-5,5,6.345554479
F,Ireland,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,0,,5,5.842809328
F,Ireland,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn,3.701492537,-1.666666667,1,4.66745153
M,North Region,HE Qualification,20-30%,0-35,0,60,N,Pass,11.98507463,-1.333333333,4,8.172332628
F,East Anglian Region,HE Qualification,90-100%,0-35,0,90,N,Pass,17.85074627,-6,3,17.52331873
M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,0,,,15.91429148
M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,3.268656716,,9,3.20973436
M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,8.373134328,,8,6.851099657
M,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,0,,3,17.8836578
F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,10.94029851,0.666666667,3,9.562394588
M,North Region,A Level or Equivalent,,0-35,0,150,N,Pass,17.32835821,-1.666666667,7,30.21510064
F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,5.462686567,,1,3.934336306
