gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,click_mean,submit_early,preview,click_std
F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,2.41221374,-35.71428571,,2.53750525
F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,26.91603053,0,4,4.841000323
F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,6.435114504,-0.571428571,2,2.267429839
F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,2.824427481,-0.714285714,,3.961547376
F,London Region,Lower Than A Level,30-40%,35-55,3,60,N,Fail,0,,3,4.808867877
F,South West Region,Lower Than A Level,,0-35,0,60,N,Pass,9.450381679,-0.428571429,5,4.13211811
F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,0,,1,1.464016252
F,South West Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,10.66412214,-2.714285714,,3.099228684
F,West Midlands Region,Lower Than A Level,30-40%,0-35,2,60,N,Pass,1.213740458,-0.857142857,,2.102063513
M,North Region,Lower Than A Level,10-20%,0-35,0,90,N,Pass,6.221374046,0.428571429,5,1.533791339
M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,9.015267176,-0.285714286,4,1.707447438
M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,0,,2,1.886969008
F,South Region,A Level or Equivalent,90-100%,35-55,1,120,N,Pass,64.14503817,-0.571428571,6,6.521850344
F,Scotland,Lower Than A Level,60-70%,0-35,3,60,N,Pass,0,,,2.002309537
F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,3.13740458,-0.428571429,5,2.016405866
F,Scotland,Lower Than A Level,20-30%,0-35,2,60,N,Pass,32.70229008,-2.714285714,5,5.942956892
F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,3.839694656,-0.428571429,1,2.275827636
F,Wales,Lower Than A Level,0-10%,0-35,1,60,N,Fail,0,,2,2.157623432
F,Scotland,Lower Than A Level,40-50%,0-35,1,60,Y,Pass,1.786259542,-2.285714286,2,2.112426144
F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,N,Pass,5.183206107,0.142857143,2,2.834973322
F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,1.091603053,-0.714285714,,1.848738435
F,Ireland,Lower Than A Level,80-90%,0-35,0,120,N,Pass,0,,1,2.192338753
F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0,,,2.731212882
F,West Midlands Region,A Level or Equivalent,10-20%,0-35,3,60,N,Fail,6.72519084,-1,1,4.137486952
F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,N,Fail,1.007633588,64.14285714,5,1.23443972
F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,2.259541985,5,1,3.20978562
F,Scotland,Lower Than A Level,50-60%,35-55,1,60,N,Withdrawn,0,,9,13.09769722
F,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,3.801526718,-1.857142857,1,2.433557708
F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,1.511450382,-1.428571429,,1.969153648
M,Yorkshire Region,Lower Than A Level,80-90%,35-55,1,60,N,Pass,9.229007634,-1.428571429,4,3.533230841
F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,6.580152672,-1.857142857,,3.125488894
F,Yorkshire Region,Lower Than A Level,10-20%,35-55,0,60,N,Withdrawn,0,,2,0.937180281
F,London Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,2.251908397,-0.857142857,2,2.120474665
F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,5.160305344,0.428571429,,3.095223414
F,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Fail,0,,,6.932016883
F,South Region,Lower Than A Level,10-20%,0-35,1,60,N,Pass,2.687022901,-1.428571429,1,2.422653337
F,East Anglian Region,HE Qualification,70-80%,0-35,1,60,N,Fail,0,,2,2.807727432
M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,0,,1,2.41507779
F,South East Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,0,,,1.847544293
F,South Region,Lower Than A Level,40-50%,35-55,3,60,N,Pass,0,,,6.343350474
F,Wales,HE Qualification,90-100%,0-35,1,120,N,Fail,2.679389313,-1.714285714,6,1.72891909
F,Scotland,Lower Than A Level,50-60%,0-35,1,60,N,Fail,0,,6,2.936243425
F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,6.358778626,-0.571428571,,1.810362628
F,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,0,,2,2.097972895
F,Wales,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,2.41221374,0.428571429,3,2.160907132
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,N,Pass,3.114503817,-0.285714286,1,2.63598091
F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,150,N,Pass,1.946564885,-1.714285714,5,1.801444678
F,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,0,,,3.566671095
F,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,8.396946565,2.571428571,3,2.407712307
F,South Region,Lower Than A Level,30-40%,35-55,1,60,Y,Withdrawn,0,,3,1.449285533
F,South Region,No Formal quals,90-100%,0-35,0,60,N,Pass,3.27480916,-1,,3.222650783
M,London Region,Post Graduate Qualification,30-40%,35-55,0,60,N,Pass,2.625954198,0.714285714,2,3.692828161
F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,0,,2,1.318556593
M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,1.305343511,-0.571428571,,2.552934524
F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Pass,6.946564885,-0.142857143,3,1.9028075
M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,0.702290076,-1.428571429,1,2.913603834
F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,4.916030534,3.571428571,5,2.209973858
F,North Region,Lower Than A Level,20-30%,35-55,1,180,N,Withdrawn,0,,2,1.881909989
F,Yorkshire Region,HE Qualification,60-70%,0-35,1,60,N,Pass,7.687022901,3,5,2.24152992
F,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,49.67938931,1,7,4.178816216
F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,0,,1,3.302784893
F,Wales,HE Qualification,80-90%,0-35,1,60,N,Fail,0,,,2.279815508
F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Pass,0,,5,1.857352416
F,South West Region,Lower Than A Level,60-70%,35-55,0,120,N,Fail,0,,1,1.611315731
F,North Western Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,0,,,2.55999442
F,Yorkshire Region,No Formal quals,30-40%,0-35,1,60,N,Withdrawn,3.198473282,-1.571428571,1,3.630956483
F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,6.480916031,1.285714286,6,1.911345221
F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,0,,1,0.790569415
F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,1.465648855,-0.714285714,1,2.006214676
F,South Region,A Level or Equivalent,80-90%,35-55,1,60,Y,Pass,1.06870229,-1.285714286,,2.108692197
F,West Midlands Region,Lower Than A Level,20-30%,0-35,2,120,N,Pass,3.664122137,-1.571428571,2,2.398165666
M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,7.251908397,-0.571428571,5,3.101671974
F,North Region,HE Qualification,80-90%,35-55,0,60,N,Pass,3.923664122,-2.285714286,3,2.50389156
F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,Y,Withdrawn,0,,,1.952862329
F,Wales,Lower Than A Level,10-20%,35-55,1,90,Y,Fail,0,,,2.951422481
F,East Midlands Region,A Level or Equivalent,10-20%,35-55,0,60,N,Pass,3.045801527,-1.428571429,,2.639841798
F,London Region,A Level or Equivalent,50-60%,35-55,1,120,N,Withdrawn,0,,3,2.126493233
F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,17.21374046,-1.142857143,,4.226001149
F,East Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,Pass,2.183206107,-1.142857143,,2.112694412
F,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,13.86259542,-1,1,3.475830559
F,Scotland,Lower Than A Level,30-40%,0-35,1,60,N,Pass,1.20610687,-2.714285714,1,2.35480215
M,North Western Region,Lower Than A Level,50-60%,35-55,0,60,Y,Fail,0,,,2.313943015
F,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,11.94656489,-0.714285714,,5.861104688
F,London Region,Lower Than A Level,10-20%,0-35,0,60,N,Pass,3.114503817,-1.857142857,3,3.037028665
F,Wales,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,23.41984733,-2,8,5.610992095
F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,0,,1,2.326533452
F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,0,,1,2.368009615
F,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,7.595419847,-1.428571429,6,2.406800506
F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,2.022900763,-2.428571429,2,2.257946331
F,South West Region,A Level or Equivalent,30-40%,0-35,0,240,N,Withdrawn,0,,2,1.438676026
F,London Region,A Level or Equivalent,10-20%,35-55,0,90,Y,Pass,19.93129771,-4.571428571,1,5.040315719
F,South East Region,HE Qualification,90-100%,0-35,2,60,N,Pass,14.02290076,-0.428571429,1,2.484235926
F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,12.0610687,-1.571428571,1,2.880950432
F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,1.282442748,-0.285714286,1,2.201978771
F,North Western Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,0,,,1.822240994
F,East Midlands Region,Lower Than A Level,20-30%,0-35,2,60,Y,Withdrawn,0,,,1.754116039
F,South Region,Lower Than A Level,0-10%,0-35,1,60,Y,Fail,1.145038168,2.285714286,,3.005032377
F,Ireland,Lower Than A Level,80-90%,35-55,0,75,N,Pass,3.114503817,-0.857142857,1,3.204739831
F,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,3.755725191,-1,1,2.050607334
M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,0,,2,2.643207118
F,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass,9.015267176,3.428571429,3,4.838057393
M,East Anglian Region,HE Qualification,20-30%,35-55,1,120,N,Fail,2.038167939,-4.285714286,2,1.890649655
F,South West Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Pass,0,,4,1.908240754
F,Scotland,Lower Than A Level,40-50%,0-35,2,60,Y,Fail,0,,,3.042814596
F,London Region,A Level or Equivalent,10-20%,0-35,0,210,Y,Fail,0,,2,1.822968537
F,North Western Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,0,,3,1.070259102
F,Ireland,Lower Than A Level,50-60%,0-35,1,60,N,Withdrawn,0,,2,1.859372194
F,East Midlands Region,A Level or Equivalent,70-80%,0-35,2,60,N,Pass,2.908396947,0,1,1.587401375
M,North Western Region,HE Qualification,0-10%,0-35,1,180,N,Fail,0,,1,1.419242526
F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,11.32061069,-0.714285714,3,3.235855631
F,Wales,Lower Than A Level,70-80%,0-35,2,60,N,Fail,0,,2,2.069455889
F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,26.20610687,0.285714286,1,3.228920307
F,South West Region,Lower Than A Level,40-50%,0-35,2,120,N,Pass,3.954198473,-2.142857143,4,1.861174738
F,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,0,,,4.414281992
F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,210,Y,Withdrawn,0,,1,2.001959326
F,Wales,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,0,,1,1.560141504
M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,6.328244275,4.857142857,8,1.930783971
F,South East Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass,3.984732824,6.285714286,3,2.870794167
F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,1.740458015,-2.142857143,3,2.145685106
F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,2.603053435,0.142857143,2,2.679127982
M,North Region,Lower Than A Level,,35-55,0,60,N,Pass,6.374045802,-1.428571429,3,2.130872822
F,Ireland,Lower Than A Level,30-40%,0-35,1,120,N,Pass,1.198473282,-3.142857143,,2.176832267
F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,0,,6,3.071060629
F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,6.061068702,0.428571429,3,2.181023235
F,East Anglian Region,Lower Than A Level,10-20%,0-35,3,60,N,Withdrawn,0,,3,2.506787869
F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,0,,1,1.592661518
F,South East Region,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn,0,,,1.095783847
F,East Midlands Region,Lower Than A Level,60-70%,0-35,3,120,N,Withdrawn,0,,,0
M,Wales,Lower Than A Level,10-20%,0-35,2,60,N,Fail,0,,,1.503504678
F,South East Region,HE Qualification,80-90%,0-35,1,180,N,Fail,0.404580153,83,,3.42047273
F,Scotland,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,3.229007634,-1.571428571,1,2.12320984
F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,0,,1,4.12655416
F,East Midlands Region,Lower Than A Level,80-90%,0-35,1,60,N,Withdrawn,0,,1,2.82040957
F,Wales,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,0,,1,2.017140138
F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,0,,1,2.365974534
F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,0,,,2.949950909
F,Wales,Lower Than A Level,50-60%,0-35,1,60,N,Pass,0,,,1.604565321
F,South East Region,A Level or Equivalent,70-80%,35-55,1,120,N,Withdrawn,0,,6,3.520701829
M,East Anglian Region,A Level or Equivalent,20-30%,35-55,2,60,N,Pass,4.854961832,-0.857142857,3,2.241587615
F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,16.06870229,-1.571428571,2,3.674982222
F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,2.312977099,0,3,2.033565665
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,N,Pass,0,,1,2.147396507
F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,0.900763359,-1.142857143,,3.80778234
M,Scotland,Lower Than A Level,90-100%,0-35,1,60,N,Pass,4.488549618,0,4,2.112699253
F,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass,1.496183206,3,3,2.32124361
F,South Region,A Level or Equivalent,10-20%,35-55,0,120,N,Pass,4.488549618,-1.428571429,1,2.461703554
F,Wales,Lower Than A Level,60-70%,35-55,1,120,N,Withdrawn,0,,4,1.06011635
F,North Western Region,Lower Than A Level,10-20%,0-35,2,120,N,Withdrawn,0,,5,2.284336428
M,South East Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,6.603053435,-0.714285714,5,2.597569421
M,East Anglian Region,HE Qualification,70-80%,0-35,1,60,N,Fail,0,,,5.699558887
F,South West Region,HE Qualification,50-60%,35-55,0,90,N,Pass,4.503816794,-0.428571429,3,1.34607016
F,Ireland,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,0,,5,1.440198261
F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,4.007633588,2.714285714,2,2.114176429
F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Fail,0,,6,1.723461485
F,South East Region,HE Qualification,90-100%,35-55,3,60,N,Fail,0,,,3.049590136
F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,3.847328244,-1,2,2.653149136
F,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail,0,,2,2.796112719
F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,4.694656489,0,5,2.859444438
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,2.358778626,-0.714285714,,1.902391109
M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,3.152671756,-0.285714286,1,2.807752139
F,East Anglian Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,0.816793893,-1.857142857,2,1.944569157
F,Ireland,A Level or Equivalent,10-20%,0-35,0,120,N,Pass,0,,1,1.913092763
F,South East Region,HE Qualification,30-40%,0-35,0,60,N,Pass,0,,,1.776476545
F,North Region,A Level or Equivalent,0-10%,35-55,1,60,N,Withdrawn,0,,,0
F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,0,,1,2.767736767
F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,0,,7,1.870695957
F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Withdrawn,0,,6,11.8401326
F,East Anglian Region,A Level or Equivalent,80-90%,0-35,2,90,N,Fail,0,,1,3.641490495
F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,6.34351145,-0.142857143,2,2.403294423
F,Scotland,HE Qualification,30-40%,35-55,1,60,N,Fail,0,,,0.632455532
F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1.480916031,0.285714286,1,2.095214648
F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,90,Y,Withdrawn,0,,4,2.008186244
F,South Region,A Level or Equivalent,70-80%,0-35,0,210,N,Pass,2.984732824,-7,2,2.274717561
F,South East Region,A Level or Equivalent,80-90%,0-35,1,60,N,Pass,0.832061069,4.285714286,2,1.722969735
F,North Western Region,Lower Than A Level,30-40%,35-55,1,210,Y,Withdrawn,0,,,0
F,Wales,A Level or Equivalent,80-90%,35-55,1,60,N,Fail,0,,1,2.302172887
F,South West Region,HE Qualification,20-30%,0-35,1,120,N,Pass,2.503816794,2.857142857,4,1.773713529
F,Scotland,Lower Than A Level,50-60%,0-35,2,60,N,Fail,0,,,1.558387445
F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,4.038167939,-1.285714286,3,2.243356845
F,North Western Region,Lower Than A Level,10-20%,0-35,2,120,N,Withdrawn,0,,1,2.098191749
F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,7.465648855,-0.142857143,3,2.648875457
F,South East Region,A Level or Equivalent,90-100%,0-35,0,165,N,Pass,7.648854962,-3.571428571,3,3.399876594
F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,2.664122137,-1,2,1.93279445
F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,0,,2,2.35019928
F,Wales,Lower Than A Level,20-30%,0-35,1,60,N,Pass,11.01526718,-2.285714286,3,2.613902254
F,Wales,HE Qualification,90-100%,35-55,2,120,N,Pass,1.290076336,-4.142857143,1,1.903093425
F,North Western Region,A Level or Equivalent,20-30%,0-35,0,150,Y,Withdrawn,0,,4,2.626236142
F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,180,N,Pass,5.06870229,-0.571428571,7,2.339401071
F,South West Region,A Level or Equivalent,70-80%,0-35,1,120,N,Pass,1.160305344,48.85714286,1,6.526962265
F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,0,,,3.11677489
F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0,,1,0.787635938
F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,90,N,Pass,1.717557252,2,1,2.182314527
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,0,,5,2.684692289
F,Yorkshire Region,A Level or Equivalent,10-20%,0-35,1,90,N,Fail,0,,2,2.416679079
F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,0,,1,4.210852554
F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,3.320610687,-2.285714286,1,2.903448747
F,West Midlands Region,Lower Than A Level,10-20%,35-55,0,60,N,Fail,1.824427481,-0.571428571,2,1.882313442
F,North Region,A Level or Equivalent,10-20%,0-35,0,90,N,Pass,1.244274809,-4.571428571,,2.155597744
F,Wales,Lower Than A Level,10-20%,35-55,1,60,N,Withdrawn,0,,1,0.849836586
M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,1.671755725,-5.714285714,2,1.890335789
F,East Anglian Region,Lower Than A Level,30-40%,0-35,2,60,N,Fail,0,,3,2.093959567
F,Wales,A Level or Equivalent,0-10%,0-35,0,180,N,Fail,5.320610687,0,5,2.73368631
F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,6.969465649,2.142857143,8,3.204135268
F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,1.847328244,-2.714285714,3,1.669901979
M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,0,,6,2.339335406
F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,6.717557252,0.714285714,2,2.196235867
F,South Region,A Level or Equivalent,80-90%,35-55,0,90,N,Pass,17.66412214,2,4,2.86852296
F,London Region,A Level or Equivalent,20-30%,35-55,1,60,N,Fail,0,,,2.907906569
F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,3.694656489,0.142857143,2,2.15469386
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Fail,0,,2,1.889402358
F,London Region,Lower Than A Level,10-20%,35-55,0,120,Y,Pass,7.427480916,-0.571428571,4,2.545043198
F,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass,1.969465649,1.285714286,1,2.378818437
F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,0,,,1.706874043
F,South East Region,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,0,,,1.668469613
F,Wales,Lower Than A Level,30-40%,0-35,1,70,N,Fail,2.335877863,-3,,1.92287424
F,Wales,A Level or Equivalent,0-10%,0-35,2,60,N,Fail,0,,2,2.744418804
F,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,0,,,1.636715162
F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,0,,1,4.075978646
F,East Midlands Region,Lower Than A Level,10-20%,0-35,2,60,Y,Fail,3.244274809,-1.285714286,,2.349244075
F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,2.129770992,-4.285714286,,2.017781363
F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,6.045801527,5.428571429,4,1.969069961
F,North Region,A Level or Equivalent,10-20%,0-35,1,60,N,Fail,2.34351145,-2.857142857,1,1.354604877
F,East Midlands Region,A Level or Equivalent,90-100%,0-35,3,60,Y,Pass,4.221374046,1.571428571,5,3.55445715
F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,Y,Fail,0,,1,1.184967608
F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,120,N,Withdrawn,0,,5,2.539076879
F,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,10.35877863,2.571428571,7,2.551897693
F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,4.13740458,0.714285714,3,2.256695852
F,London Region,A Level or Equivalent,0-10%,0-35,2,60,N,Pass,3.259541985,-1.285714286,,3.450986915
M,West Midlands Region,A Level or Equivalent,60-70%,0-35,2,60,N,Pass,1.541984733,-0.428571429,,1.845257281
F,Wales,Lower Than A Level,80-90%,0-35,0,120,N,Fail,0,,1,1.595626512
F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,0,,4,1.994880746
F,South West Region,A Level or Equivalent,40-50%,0-35,1,60,N,Pass,4.946564885,-7,2,3.037553162
F,South West Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,5.328244275,1.428571429,7,1.974085041
F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,11.76335878,-0.142857143,4,3.295373868
F,East Anglian Region,Lower Than A Level,40-50%,0-35,1,60,N,Pass,12.32061069,-1.714285714,3,4.148106524
F,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,,,1.825160848
F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,Y,Fail,0,,3,1.462468229
F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,0,,5,1.769254247
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,2.564885496,0.571428571,4,2.907514935
F,Wales,A Level or Equivalent,80-90%,0-35,0,180,N,Pass,0,,3,1.736825111
F,London Region,A Level or Equivalent,10-20%,35-55,3,60,N,Pass,2.748091603,-2.571428571,,2.958075459
F,Ireland,A Level or Equivalent,60-70%,35-55,1,180,N,Fail,0,,6,2.448085725
F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,13.03053435,-1,6,2.151030277
F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,2.061068702,0,1,2.834772109
F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,3.022900763,-0.571428571,1,2.710981205
F,South West Region,HE Qualification,90-100%,0-35,0,120,N,Withdrawn,0,,1,2.275938865
F,West Midlands Region,HE Qualification,0-10%,0-35,1,60,N,Pass,2.175572519,-5.428571429,,2.397645043
F,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,12.08396947,-0.857142857,4,2.511801396
F,East Anglian Region,Lower Than A Level,50-60%,35-55,1,330,Y,Pass,31.96183206,-4.857142857,9,7.503037805
M,North Western Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,9.885496183,7.142857143,2,2.759325118
F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,1.328244275,2.571428571,7,1.583030334
F,Ireland,HE Qualification,90-100%,0-35,0,60,N,Fail,0,,4,2.108717298
F,South East Region,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn,0,83,,0
F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,0,,,1.801129566
F,North Western Region,A Level or Equivalent,60-70%,35-55,1,120,N,Fail,0.007633588,83,1,0
F,Wales,Lower Than A Level,40-50%,0-35,0,120,N,Pass,13.01526718,1.857142857,7,2.850838465
F,South West Region,HE Qualification,40-50%,35-55,0,120,N,Pass,4.893129771,1,3,5.503309697
F,South West Region,Lower Than A Level,80-90%,35-55,1,60,N,Fail,1.694656489,-10.42857143,,3.860619992
F,West Midlands Region,HE Qualification,0-10%,0-35,0,60,N,Pass,0,,,2.337308811
F,South East Region,A Level or Equivalent,40-50%,0-35,3,60,N,Fail,0,,,1.639150142
F,South East Region,Lower Than A Level,90-100%,0-35,1,120,N,Pass,2.496183206,-1.428571429,2,1.994060785
M,Wales,A Level or Equivalent,90-100%,0-35,0,210,N,Pass,0,,2,2.038764806
F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,120,N,Pass,1.610687023,-1.142857143,2,2.803278212
F,West Midlands Region,HE Qualification,0-10%,35-55,2,60,N,Fail,0,,,4.730523219
M,East Midlands Region,Lower Than A Level,0-10%,35-55,1,90,N,Fail,0,,,0
F,Wales,Lower Than A Level,30-40%,0-35,0,180,N,Pass,3.389312977,-2.857142857,,3.755778001
F,Scotland,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,0,,1,2.359224988
