,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,click_mean,preview,submit_early,click_std
1239,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-165.0,,,,
1240,F,Wales,Lower Than A Level,0-10%,0-35,0,120,Y,Fail,-46.0,,1.0,,
1241,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-25.0,3.8764044943820224,2.0,-1.0,2.0874630894360235
1242,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,-28.0,,,,1.6318010112371366
1243,F,Wales,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,-114.0,,2.0,,
1244,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-83.0,,3.0,,2.613725012612926
1245,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-128.0,7.752808988764046,3.0,-4.4,2.0843557976165865
1246,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-77.0,6.146067415730338,3.0,-7.2,2.7952832107076993
1247,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-137.0,25.13483146067416,5.0,-1.2,8.93398800919651
1248,F,London Region,Lower Than A Level,30-40%,35-55,1,120,Y,Withdrawn,-122.0,7.977528089887642,,-2.2,6.470941552706218
1249,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-89.0,14.640449438202245,1.0,0.0,3.725341383526702
1250,F,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,-25.0,43.69662921348315,1.0,-1.6,7.342246879710266
1251,F,London Region,A Level or Equivalent,30-40%,35-55,1,120,N,Pass,-76.0,5.752808988764046,1.0,-3.8,3.162320915244244
1252,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-36.0,6.044943820224719,3.0,-1.0,2.5844903333625013
1253,M,Wales,Lower Than A Level,50-60%,35-55,0,120,N,Pass,-27.0,13.370786516853931,8.0,-3.2,2.901767413031864
1254,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,120,N,Fail,-128.0,8.9438202247191,2.0,-2.2,6.111714020594118
1255,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,N,Pass,-113.0,,,,
1256,F,South Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-55.0,,,,
1257,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-93.0,9.157303370786515,7.0,-1.0,2.4721233995037935
1258,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,1,120,Y,Pass,-61.0,5.438202247191012,,-2.4,3.0374126146039795
1259,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-111.0,,2.0,,
1260,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-24.0,,3.0,,
1261,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-61.0,2.662921348314607,,-1.8,2.2725666072120267
1262,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,-30.0,6.370786516853932,3.0,-3.4,3.6964305384551586
1263,M,London Region,Lower Than A Level,0-10%,35-55,1,195,N,Pass,-135.0,,7.0,,2.3205242239119483
1264,F,South West Region,A Level or Equivalent,40-50%,0-35,0,150,N,Pass,-15.0,,,,1.7778434117716408
1265,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-10.0,,,,
1266,F,South West Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail,-72.0,,1.0,-2.2,
1267,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Distinction,-92.0,,1.0,4.8,
1268,F,Scotland,Lower Than A Level,60-70%,0-35,1,120,N,Pass,-89.0,4.8651685393258415,1.0,-1.2,2.7092798047373114
1269,F,West Midlands Region,No Formal quals,10-20,0-35,1,120,N,Pass,-127.0,,1.0,,
1270,F,Ireland,Lower Than A Level,30-40%,0-35,0,90,N,Pass,-59.0,6.876404494382022,6.0,-1.4,1.9584529387144958
1271,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-162.0,3.9325842696629216,1.0,-5.0,3.216406028041784
1272,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,-174.0,,1.0,-1.4,
1273,F,West Midlands Region,Lower Than A Level,10-20,35-55,1,120,N,Fail,-50.0,,,,
1274,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-30.0,5.943820224719101,2.0,-1.6,2.503601887879873
1275,F,South East Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-123.0,4.056179775280899,1.0,-2.4,2.0245340834178767
1276,M,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-144.0,,,,4.699919429200567
1277,F,Wales,Lower Than A Level,50-60%,0-35,0,150,N,Pass,-97.0,,2.0,-1.4,
1278,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,Y,Pass,-64.0,11.033707865168537,3.0,0.4,3.2253908394456188
1279,F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-22.0,,2.0,,
1280,M,North Western Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass,-104.0,,2.0,-1.8,
1281,F,Wales,Lower Than A Level,50-60%,0-35,1,120,N,Fail,-64.0,,1.0,,
1282,F,Wales,A Level or Equivalent,80-90%,0-35,1,120,N,Pass,-95.0,14.359550561797755,3.0,-1.8,4.692330876167179
1283,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-82.0,5.191011235955057,,-3.8,2.7951327693296
1284,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,-21.0,,,,
1285,F,Wales,Lower Than A Level,70-80%,35-55,1,120,N,Pass,-111.0,44.68539325842696,1.0,-3.0,8.10490181967502
1286,M,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-149.0,6.179775280898878,,-6.6,2.375374858182102
1287,F,Ireland,Lower Than A Level,70-80%,0-35,0,120,N,Pass,-42.0,26.292134831460675,4.0,-1.4,4.807788833991688
1288,F,Ireland,Lower Than A Level,0-10%,0-35,1,120,N,Pass,-114.0,16.191011235955056,8.0,-2.2,2.9029513076813127
1289,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,-34.0,48.98876404494382,6.0,-1.4,6.7421655570834425
1290,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-18.0,7.516853932584269,1.0,-2.4,2.787195904749755
1291,F,South West Region,Lower Than A Level,70-80%,0-35,1,120,Y,Fail,-59.0,3.4719101123595504,2.0,-2.2,1.916313354551446
1292,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-50.0,,,-2.4,
1293,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-119.0,7.977528089887642,,-4.0,2.5074373423961522
1294,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-29.0,3.8539325842696632,4.0,-2.0,2.5191869025770983
1295,F,Wales,Lower Than A Level,0-10%,0-35,1,120,Y,Fail,-16.0,,1.0,,2.5733764565888944
1296,F,Scotland,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,-23.0,4.674157303370786,5.0,0.6,2.5465168329256422
1297,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,75,N,Fail,-85.0,2.9887640449438204,,-3.0,2.920445357185217
1298,F,South Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,-61.0,,2.0,-3.8,
1299,M,Wales,Lower Than A Level,10-20,35-55,0,90,N,Pass,-28.0,3.1797752808988764,,-2.0,2.369597747133317
1300,F,Wales,A Level or Equivalent,20-30%,0-35,0,150,N,Pass,-113.0,6.3146067415730345,3.0,-1.2,2.957727747668791
1301,F,North Region,Lower Than A Level,50-60%,35-55,1,120,N,Withdrawn,-126.0,,1.0,,
1302,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-101.0,6.7078651685393265,,-2.0,2.5038071421341144
1303,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,Y,Pass,-119.0,15.97752808988764,3.0,-3.8,3.1419599433003853
1304,F,North Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-144.0,7.719101123595506,1.0,-3.4,2.699605851399912
1305,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-116.0,,1.0,,
1306,F,North Western Region,Lower Than A Level,30-40%,0-35,0,75,N,Pass,-96.0,39.9438202247191,4.0,-1.6,11.85201881737509
1307,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,-68.0,14.314606741573035,2.0,-2.2,3.6896908523307976
1308,F,South West Region,Lower Than A Level,60-70%,0-35,1,240,N,Fail,-115.0,7.112359550561798,5.0,-3.2,2.36963241453197
1309,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-73.0,4.853932584269663,4.0,-7.2,2.49140450196089
1310,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,240,N,Withdrawn,-43.0,,1.0,,
1311,F,South Region,Lower Than A Level,30-40%,35-55,0,120,Y,Pass,-79.0,,3.0,-5.4,
1312,F,South East Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,-93.0,41.55056179775281,9.0,-1.8,6.197702433003679
1313,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,1,120,N,Pass,-128.0,9.134831460674157,1.0,-1.0,3.022091947002953
1314,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-16.0,,,,
1315,F,Wales,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,-59.0,,1.0,,
1316,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-65.0,,1.0,,4.794718461063822
1317,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-109.0,,,,
1318,F,North Western Region,Lower Than A Level,40-50%,0-35,1,120,N,Pass,-88.0,7.584269662921348,1.0,-2.4,2.459377321328995
1319,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction,-116.0,10.617977528089886,,-0.6,2.8206665313772015
1320,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-116.0,,2.0,-5.0,
1321,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,150,Y,Withdrawn,-88.0,,3.0,,
1322,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,1,180,N,Withdrawn,-128.0,3.3033707865168536,,-4.6,4.108412975771863
1323,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-130.0,2.955056179775281,4.0,1.6,2.009381803017574
1324,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,N,Distinction,-109.0,7.865168539325843,2.0,-1.0,3.183265538104469
1325,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-24.0,8.179775280898877,1.0,-2.0,3.1833632335341115
1326,M,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-36.0,3.775280898876405,,-2.2,2.1718692632417023
1327,F,South East Region,Lower Than A Level,70-80%,35-55,0,120,N,Pass,-85.0,13.92134831460674,3.0,6.4,4.841476236302904
1328,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-24.0,7.853932584269662,5.0,-1.2,1.8466968563482458
1329,F,East Midlands Region,Lower Than A Level,20-30%,35-55,1,120,N,Withdrawn,-22.0,,,,
1330,F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-20.0,11.280898876404494,,-2.4,5.20580343937929
1331,F,Wales,Lower Than A Level,90-100%,0-35,1,120,N,Fail,-92.0,,,,2.1962325071682387
1332,F,West Midlands Region,Lower Than A Level,40-50%,0-35,1,180,N,Pass,-59.0,,5.0,,
1333,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-50.0,4.797752808988764,1.0,0.4,2.4502537162792803
1334,F,Wales,A Level or Equivalent,90-100%,35-55,0,75,N,Fail,-22.0,8.0561797752809,1.0,-6.6,2.1566719374194103
1335,F,Wales,HE Qualification,30-40%,35-55,0,60,N,Pass,-15.0,23.932584269662925,,-5.4,4.6197595836737735
1336,F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,180,N,Pass,-120.0,1.3932584269662922,,1.6,1.8242851187059506
1337,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Fail,-106.0,,2.0,,
1338,F,North Western Region,A Level or Equivalent,0-10%,0-35,1,120,Y,Pass,-46.0,,,,
1339,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-121.0,,,,
1340,F,London Region,Lower Than A Level,0-10%,35-55,1,180,N,Fail,-114.0,2.02247191011236,1.0,-6.6,3.8923366996649507
1341,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-116.0,,,,
1342,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-121.0,,3.0,,
1343,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-73.0,,,,
1344,F,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-24.0,,1.0,,
1345,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,-113.0,,,-4.2,
1346,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn,-133.0,,,,
1347,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-94.0,,4.0,,
1348,F,South Region,A Level or Equivalent,20-30%,0-35,1,120,N,Fail,-73.0,,,,
1349,F,Wales,Lower Than A Level,0-10%,35-55,1,120,Y,Fail,-44.0,,,,
1350,F,North Region,HE Qualification,10-20,0-35,0,120,N,Fail,-68.0,,,,
1351,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Fail,-82.0,,,,
1352,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,1,270,N,Pass,-128.0,,2.0,6.2,
1353,F,South Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,-130.0,,2.0,,
1354,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-9.0,4.674157303370786,4.0,4.0,1.946414778953821
1355,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-44.0,5.202247191011236,6.0,-1.0,1.5195579917733868
1356,M,North Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail,-93.0,,,,3.4955592911219924
1357,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-120.0,,,,
1358,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-52.0,1.2584269662921348,,-2.4,2.688980521777464
1359,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,Y,Fail,-50.0,,,,
1360,F,North Region,HE Qualification,,0-35,0,60,N,Withdrawn,-130.0,,3.0,,3.70507570935079
1361,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-107.0,,2.0,-1.6,
1362,F,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-64.0,30.865168539325843,2.0,-2.4,5.749541378645342
1363,F,South West Region,Lower Than A Level,20-30%,0-35,0,120,Y,Pass,-89.0,,,1.0,
1364,F,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-71.0,3.820224719101124,,-0.2,
1365,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-89.0,,,-5.2,
1366,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,-109.0,5.606741573033708,3.0,-1.6,2.780645175266923
1367,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-86.0,2.955056179775281,4.0,-2.4,1.6585821324288819
1368,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Distinction,-130.0,5.438202247191012,2.0,-2.0,2.6934447103810584
1369,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-30.0,2.7865168539325844,3.0,-1.8,2.3704964783299785
1370,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-111.0,,,,
1371,F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,-111.0,,,,
1372,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-78.0,2.5842696629213484,1.0,-2.0,2.5979025482921614
1373,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-92.0,,2.0,-1.8,
1374,F,North Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,-134.0,,,,
1375,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-61.0,4.595505617977529,4.0,-0.8,3.0450046575853995
1376,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,-64.0,,,,
1377,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-44.0,7.202247191011237,5.0,-1.2,3.063178829714818
1378,F,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-79.0,2.764044943820225,4.0,-3.0,2.0183842725774777
1379,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-82.0,9.52808988764045,3.0,-1.6,2.484371115958976
1380,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-116.0,21.13483146067416,9.0,-0.2,3.342926128579467
1381,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-89.0,6.112359550561798,2.0,-6.6,2.049170507268826
1382,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-44.0,3.2584269662921344,,-4.2,2.97497410932154
1383,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,Y,Pass,3.0,3.9213483146067416,,-1.4,2.1885792492700644
1384,F,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-29.0,,,,
1385,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-77.0,2.6853932584269664,5.0,-5.4,2.086000006709122
1386,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-24.0,1.7752808988764044,,-2.2,3.029958518699788
1387,F,Wales,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-87.0,3.0674157303370784,7.0,-2.2,1.7533405844987375
1388,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,150,N,Pass,-111.0,5.359550561797753,5.0,-2.0,2.7061469284569437
1389,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-46.0,13.98876404494382,,-2.2,2.671254439879262
1390,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-23.0,,4.0,,2.140634063690711
1391,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-119.0,,3.0,,2.083018840731521
1392,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-94.0,,2.0,,
1393,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Fail,-107.0,,,-2.4,
1394,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-52.0,6.629213483146068,8.0,-3.8,
1395,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-77.0,2.730337078651685,1.0,-3.4,2.41710113367799
1396,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-88.0,,1.0,-1.4,
1397,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-113.0,19.8876404494382,3.0,-2.0,6.499006808559523
1398,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,-61.0,3.6966292134831464,1.0,-0.6,1.709341255427922
1399,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Distinction,-22.0,50.21348314606742,,-2.2,8.896636186786052
1400,F,North Western Region,HE Qualification,10-20,0-35,0,60,N,Pass,-94.0,,,-1.0,
1401,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-68.0,2.831460674157303,,-1.4,1.7365684907784094
1402,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-44.0,70.33707865168539,9.0,-2.4,8.11618894778276
1403,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,Fail,-93.0,,1.0,,
1404,F,Wales,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-76.0,5.370786516853934,6.0,-1.2,2.3224219946633506
1405,F,London Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail,-128.0,,2.0,-1.8,
1406,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-130.0,6.348314606741573,3.0,-1.6,1.7024476526279926
1407,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-52.0,6.370786516853932,1.0,-3.0,2.2606251774289903
1408,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-94.0,4.303370786516854,2.0,-1.2,3.7322753531800137
1409,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-93.0,8.303370786516854,4.0,-0.6,4.297758929192
1410,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-36.0,10.314606741573034,2.0,-1.4,3.1645731898740364
1411,F,South Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,-64.0,,1.0,,1.7613658939612213
1412,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-106.0,,2.0,,1.7564283119539312
1413,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-93.0,,4.0,,1.9485844848286904
1414,F,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-86.0,,1.0,-4.8,
1415,F,South Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,-96.0,,1.0,,
1416,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-89.0,5.617977528089888,,-1.6,1.9715741443620167
1417,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,-106.0,67.86516853932585,8.0,1.4,9.592308705459118
1418,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-50.0,,2.0,,
1419,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-25.0,0.9438202247191012,,-3.6,
1420,F,Wales,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-82.0,24.89887640449438,7.0,-1.4,5.033397839345196
1421,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-18.0,18.50561797752809,,-2.4,2.7050020971726645
1422,F,North Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-100.0,16.20224719101123,6.0,-0.2,2.8767050360120687
1423,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-8.0,3.6741573033707855,2.0,-5.2,2.1406782339328396
1424,F,South Region,HE Qualification,90-100%,0-35,0,120,N,Distinction,-80.0,7.426966292134831,2.0,-1.6,3.4669450837906584
1425,F,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-78.0,,2.0,,
1426,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-76.0,3.50561797752809,,-3.2,2.2227995244221446
1427,F,Ireland,A Level or Equivalent,20-30%,0-35,0,180,N,Pass,-113.0,19.179775280898877,8.0,-2.2,4.072045287041278
1428,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-92.0,5.022471910112358,1.0,-2.2,2.190925091130393
1429,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-86.0,9.932584269662922,2.0,-2.2,3.7152051683468876
1430,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-73.0,19.808988764044944,8.0,-1.0,4.707988507631803
1431,F,South Region,HE Qualification,90-100%,0-35,0,120,N,Distinction,-58.0,4.910112359550562,5.0,-1.6,2.588799082214374
1432,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-113.0,27.067415730337075,6.0,2.6,4.198598268653061
1433,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,120,N,Pass,-86.0,11.370786516853931,4.0,-3.0,3.5179116333094296
1434,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-104.0,3.6966292134831464,4.0,3.0,2.1584742767106886
1435,F,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-89.0,5.303370786516854,5.0,-2.2,2.2775660953656534
1436,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Fail,-36.0,,9.0,,4.567761393705573
1437,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-72.0,7.662921348314606,1.0,-2.2,2.6864904065956954
1438,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-34.0,4.662921348314606,1.0,-4.0,2.945966769456263
1439,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-73.0,7.382022471910112,1.0,-2.4,1.9381122747159565
1440,F,North Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,-22.0,,4.0,,
1441,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,-89.0,,6.0,,
1442,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-98.0,34.8876404494382,7.0,0.4,6.310270170204265
1443,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,-89.0,,,,
1444,F,London Region,A Level or Equivalent,30-40%,35-55,0,120,N,Distinction,-8.0,9.865168539325843,1.0,-7.0,3.5117362989555456
1445,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-72.0,7.853932584269662,2.0,-3.0,3.3102968443506016
1446,F,London Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,-83.0,10.932584269662922,7.0,1.8,5.596282080818108
1447,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass,-46.0,13.52808988764045,1.0,-1.6,2.670391592317618
1448,F,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-95.0,,,,2.38166240263852
1449,F,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-100.0,6.640449438202247,4.0,1.4,2.6797540088706264
1450,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-43.0,22.516853932584272,8.0,-2.6,5.507880119144616
1451,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-76.0,4.359550561797753,4.0,-0.8,3.18452598336169
1452,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,-59.0,,,-4.4,
1453,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-90.0,15.775280898876405,7.0,-1.6,10.003683580292618
1454,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-90.0,5.47191011235955,1.0,-5.0,2.7455766887637543
1455,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,-87.0,27.10112359550562,2.0,-1.4,3.224015018211725
1456,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-95.0,,4.0,-2.2,
1457,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-89.0,,1.0,-1.6,
1458,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-27.0,,,,
1459,F,Wales,Lower Than A Level,30-40%,35-55,0,120,N,Withdrawn,-23.0,,,,
1460,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-90.0,,,,3.5142446096923394
1461,F,Yorkshire Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,-118.0,7.01123595505618,,-2.4,2.237909622893374
